id,slug,title,url,http_code,final_url,reason
1272,hard-surface-publisher-studio-intelligence-layer-phase-iii-%c2%b7-deterministic-test-vector-%c2%b7-v1-0,"[ARCHIVE] Hard Surface — Publisher Studio Intelligence Layer (Phase III) · Deterministic Test Vector · v1.0 (pattern->private 1272)",404,https://peoplerun.ai/hard-surface-publisher-studio-intelligence-layer-phase-iii-%c2%b7-deterministic-test-vector-%c2%b7-v1-0/,error
1271,hard-surface-publisher-studio-intelligence-layer-phase-iii-%c2%b7-implementation-spec-%c2%b7-v1-0,"Hard Surface — Publisher Studio Intelligence Layer (Phase III) · Implementation Spec · v1.0",404,https://peoplerun.ai/hard-surface-publisher-studio-intelligence-layer-phase-iii-%c2%b7-implementation-spec-%c2%b7-v1-0/,error
1270,enforcement-addendum-%c2%b7-publisher-studio-intelligence-layer-%c2%b7-token-auth-deterministic-explain-%c2%b7-v1-0,"[ARCHIVE] Enforcement Addendum · Publisher Studio Intelligence Layer · Token Auth + Deterministic Explain · v1.0 (unlinked->private 1270)",404,https://peoplerun.ai/enforcement-addendum-%c2%b7-publisher-studio-intelligence-layer-%c2%b7-token-auth-deterministic-explain-%c2%b7-v1-0/,error
1269,enforcement-addendum-%c2%b7-social-visual-system-%c2%b7-unpaid-%c2%b7-freeze-extension-%c2%b7-v1-0,"[ARCHIVE] Enforcement Addendum · Social Visual System · Unpaid · Freeze Extension · v1.0 (unlinked->private 1269)",404,https://peoplerun.ai/enforcement-addendum-%c2%b7-social-visual-system-%c2%b7-unpaid-%c2%b7-freeze-extension-%c2%b7-v1-0/,error
1267,hard-surface-social-visual-system-unpaid-2,"Hard Surface: Social Visual System (Unpaid)",404,https://peoplerun.ai/hard-surface-social-visual-system-unpaid-2/,error
1266,hard-surface-social-visual-system-unpaid,"Hard Surface — Social Visual System (Unpaid)",404,https://peoplerun.ai/hard-surface-social-visual-system-unpaid/,error
1265,micro-expander-system-specification,"Micro Expander — System Specification",404,https://peoplerun.ai/micro-expander-system-specification/,error
1264,hard-surface-social-media-plan-unpaid,"Hard Surface — Social Media Plan (Unpaid)",404,https://peoplerun.ai/hard-surface-social-media-plan-unpaid/,error
1262,build-document-hard-surface-github-mirror-freeze-safe-2,"[ARCHIVE] Build Document — Hard Surface GitHub Mirror (Freeze-Safe) (dup 1262)",404,https://peoplerun.ai/build-document-hard-surface-github-mirror-freeze-safe-2/,error
1260,build-document-hard-surface-github-mirror-freeze-safe,"Build Document — Hard Surface GitHub Mirror (Freeze-Safe)",404,https://peoplerun.ai/build-document-hard-surface-github-mirror-freeze-safe/,error
1259,system-state-preservation-weekend-freeze,"[ARCHIVE] System State Preservation (Weekend Freeze) (unlinked->private 1259)",404,https://peoplerun.ai/system-state-preservation-weekend-freeze/,error
1251,canonical-structure-in-practice-issue-10,"Canonical Structure, In Practice Issue 10",404,https://peoplerun.ai/canonical-structure-in-practice-issue-10/,error
1250,build-document-phase-ii-a-control-surface-specification,"Build Document — Phase II-A: Control Surface Specification",404,https://peoplerun.ai/build-document-phase-ii-a-control-surface-specification/,error
1248,build-document-phase-i-admin-console-registry-guardrails-publisher-drift-detection,"Build Document — Phase I: Admin Console, Registry, Guardrails, Publisher, Drift Detection",404,https://peoplerun.ai/build-document-phase-i-admin-console-registry-guardrails-publisher-drift-detection/,error
1246,build-document-community-console-primitives-namespace-registry-publisher-router,"Build Document — Community Console Primitives (Namespace • Registry • Publisher • Router)",404,https://peoplerun.ai/build-document-community-console-primitives-namespace-registry-publisher-router/,error
1240,install-peoplerun-ai,"[ARCHIVE] Install PeopleRun AI (unlinked->private 1240)",404,https://peoplerun.ai/install-peoplerun-ai/,error
1217,build-document-hard-jump-resolver-hjr-v1-0-soft-fail,"Build Document — Hard-Jump Resolver (HJR) v1.0 (Soft-Fail)",404,https://peoplerun.ai/build-document-hard-jump-resolver-hjr-v1-0-soft-fail/,error
1214,build-document-imagecraft-hard-enforcement-rule,"Build Document — ImageCraft Hard Enforcement Rule",404,https://peoplerun.ai/build-document-imagecraft-hard-enforcement-rule/,error
1212,build-documents,"Build Documents",404,https://peoplerun.ai/build-documents/,error
1211,build-document-paid-from-day-one-public-access,"Build Document — Paid-From-Day-One Public Access",404,https://peoplerun.ai/build-document-paid-from-day-one-public-access/,error
1205,the-product-arc-how-offers-stack,"[ARCHIVE] The Product Arc — How Offers Stack (unlinked->private 1205)",404,https://peoplerun.ai/the-product-arc-how-offers-stack/,error
1200,overview-funnels-products,"[ARCHIVE] Overview — Funnels &amp; Products (unlinked->private 1200)",404,https://peoplerun.ai/overview-funnels-products/,error
1193,entry-peoplerunai-org-knowledge-lessons,"[ARCHIVE] PeopleRunAI.org — Entry - Knowledge &amp; Lessons (unlinked->private 1193)",404,https://peoplerun.ai/entry-peoplerunai-org-knowledge-lessons/,error
1192,entry-peoplerunai-net-community,"[ARCHIVE] PeopleRunAI.net — Entry Community (unlinked->private 1192)",404,https://peoplerun.ai/entry-peoplerunai-net-community/,error
1190,entry-peoplerunai-com-funnels-products,"[ARCHIVE] PeopleRunAI.com — Entry - Funnels &amp; Products (unlinked->private 1190)",404,https://peoplerun.ai/entry-peoplerunai-com-funnels-products/,error
1179,canonical-structure-in-practice-newsletter-center,"[CENTER] Canonical Structure, In Practice — Newsletter Center",404,https://peoplerun.ai/canonical-structure-in-practice-newsletter-center/,error
1177,newsletter-visual-style-baseline,"Newsletter Visual Style Baseline",404,https://peoplerun.ai/newsletter-visual-style-baseline/,error
